year,state_abbr,geoid,dvote,rvote,ovote,totalvote,dem_margin,power,voting_power
2016,CA,06009,109979.0,54729.0,0.0,164708.0,33.54421157442262,0.018932469572027204,0.0005644034747999015
2016,CA,06010,205562.0,0.0,0.0,205562.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06011,111592.0,62227.0,0.0,173819.0,28.40023242568419,0.018932469572027204,0.0006666307968277517
2016,CA,06012,0.0,156113.0,0.0,156113.0,-100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06013,86315.0,46883.0,0.0,133198.0,29.60404810883046,0.018932469572027204,0.0006395229970721444
2016,CA,06014,174953.0,0.0,0.0,174953.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06015,189530.0,22528.0,0.0,212058.0,78.75298267455129,0.018932469572027204,0.0002404032066984195
2016,CA,06016,102290.0,129585.0,0.0,231875.0,-11.771428571428572,0.018932469572027204,0.00160834086170134
2016,CA,06017,172153.0,27417.0,0.0,199570.0,72.52392644184997,0.018932469572027204,0.0002610513591980896
2016,CA,06018,156163.0,23273.0,0.0,179436.0,74.05983191778685,0.018932469572027204,0.0002556374904151007
2016,CA,06019,150052.0,37180.0,0.0,187232.0,60.28456674072808,0.018932469572027204,0.0003140516818085794
2016,CA,06020,114001.0,39507.0,0.0,153508.0,48.52776402532767,0.018932469572027204,0.00039013686190334147
2016,CA,06021,85990.0,37230.0,0.0,123220.0,39.571498133419894,0.018932469572027204,0.00047843701818400174
2016,CA,06022,148289.0,51046.0,0.0,199335.0,48.78370582185767,0.018932469572027204,0.00038809002418066523
2016,CA,06023,0.0,164809.0,0.0,164809.0,-100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06024,169781.0,0.0,0.0,169781.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06025,107821.0,40280.0,0.0,148101.0,45.60468869217629,0.018932469572027204,0.00041514305030822767
2016,CA,06026,44205.0,76289.0,0.0,120494.0,-26.627051969392667,0.018932469572027204,0.0007110238712790942
2016,CA,06027,134744.0,0.0,0.0,134744.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06028,136547.0,58641.0,0.0,195188.0,39.91331434309486,0.018932469572027204,0.0004743397005140613
2016,CA,06029,156703.0,60245.0,0.0,216948.0,44.46134557589837,0.018932469572027204,0.0004258186369935265
2016,CA,06030,127883.0,0.0,0.0,127883.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06031,62404.0,35454.0,0.0,97858.0,27.539904759958304,0.018932469572027204,0.0006874558839997916
2016,CA,06032,53056.0,28502.0,0.0,81558.0,30.10618210353368,0.018932469572027204,0.0006288565420523722
2016,CA,06033,56086.0,84000.0,0.0,140086.0,-19.926330968119586,0.018932469572027204,0.0009501232114591254
2016,CA,06034,45305.0,123959.0,0.0,169264.0,-46.46823896398525,0.018932469572027204,0.0004074281701680287
2016,CA,06035,87168.0,105247.0,0.0,192415.0,-9.39583712288543,0.018932469572027204,0.002014984862382662
2016,CA,06036,68755.0,77801.0,0.0,146556.0,-6.172384617484101,0.018932469572027204,0.003067286105016603
2016,CA,06037,128344.0,0.0,71944.0,200288.0,28.15945039143633,0.018932469572027204,0.0006723309336245008
2016,CA,06038,91801.0,102977.0,0.0,194778.0,-5.737814332214111,0.018932469572027204,0.003299596061471291
2016,CA,06039,124483.0,0.0,0.0,124483.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06040,74589.0,76537.0,0.0,151126.0,-1.2889906435689424,0.018932469572027204,0.014687825444261721
2016,CA,06041,120633.0,78817.0,0.0,199450.0,20.96565555277012,0.018932469572027204,0.000903023018973796
2016,CA,06042,72581.0,97864.0,0.0,170445.0,-14.833524010677932,0.018932469572027204,0.0012763298565060224
2016,CA,06043,164747.0,0.0,0.0,164747.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06044,107084.0,74417.0,0.0,181501.0,17.9982479435375,0.018932469572027204,0.0010519062539542995
2016,CA,06045,111148.0,56257.0,0.0,167405.0,32.78934320958156,0.018932469572027204,0.0005773970357080784
2016,CA,06046,138245.0,0.0,0.0,138245.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06047,114426.0,0.0,0.0,114426.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06048,87321.0,48922.0,0.0,136243.0,28.18420028918917,0.018932469572027204,0.0006717405275923076
2016,CA,06049,82964.0,35533.0,0.0,118497.0,40.02717368372195,0.018932469572027204,0.00047299041700080277
2016,CA,06050,158967.0,54016.0,0.0,212983.0,49.27670283543757,0.018932469572027204,0.0003842073126372374
2016,CA,06051,110036.0,0.0,17724.0,127760.0,72.25422667501566,0.018932469572027204,0.0002620257726538473
2016,CA,06052,109701.0,0.0,0.0,109701.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06053,87541.0,0.0,0.0,87541.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06054,146723.0,33119.0,0.0,179842.0,63.16878148597102,0.018932469572027204,0.0002997124390666276
2016,CA,06055,72471.0,98960.0,0.0,171431.0,-15.451697767614958,0.018932469572027204,0.0012252679192125773
2016,CA,06056,93090.0,0.0,0.0,93090.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06057,93339.0,55577.0,0.0,148916.0,25.357919901152325,0.018932469572027204,0.0007466097237402689
2016,CA,06058,105170.0,34449.0,0.0,139619.0,50.65284810806552,0.018932469572027204,0.0003737691024132671
2016,CA,06059,77324.0,0.0,0.0,77324.0,100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06060,77404.0,64710.0,0.0,142114.0,8.93226564588992,0.018932469572027204,0.0021195596193154826
2016,CA,06061,90663.0,46924.0,0.0,137587.0,31.790067375551466,0.018932469572027204,0.0005955466953991877
2016,CA,06062,123699.0,27628.0,8958.0,160285.0,59.937611130174375,0.018932469572027204,0.0003158696053285987
2016,CA,06063,89134.0,25680.0,0.0,114814.0,55.26677931262738,0.018932469572027204,0.00034256509620240354
2016,CA,06064,86419.0,31300.0,0.0,117719.0,46.82251803022452,0.018932469572027204,0.00040434539551687627
2016,CA,06065,79654.0,69941.0,0.0,149595.0,6.492864066312378,0.018932469572027204,0.0029158887940156585
2016,CA,06066,105336.0,89308.0,0.0,194644.0,8.234520457861532,0.018932469572027204,0.002299158726839071
2016,CA,06067,60996.0,107654.0,0.0,168650.0,-27.66557960272754,0.018932469572027204,0.0006843330175580583
2016,CA,06068,75231.0,114210.0,0.0,189441.0,-20.575799325383628,0.018932469572027204,0.0009201328839104147
2016,CA,06069,69640.0,32324.0,0.0,101964.0,36.597230395041386,0.018932469572027204,0.0005173197361566571
2016,CA,06070,107389.0,53805.0,0.0,161194.0,33.24193208183927,0.018932469572027204,0.0005695357756407422
2016,CA,06071,0.0,164233.0,0.0,164233.0,-100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06072,71332.0,98335.0,0.0,169667.0,-15.915292897263464,0.018932469572027204,0.0011895772006359068
2016,CA,06073,65662.0,144653.0,0.0,210315.0,-37.55842426835937,0.018932469572027204,0.0005040805076579485
2016,CA,06074,89362.0,114477.0,0.0,203839.0,-12.320998435039417,0.018932469572027204,0.0015366018973093584
2016,CA,06075,65770.0,111598.0,0.0,177368.0,-25.837806143159987,0.018932469572027204,0.0007327429220239418
2016,CA,06076,0.0,160854.0,0.0,160854.0,-100.0,0.018932469572027204,0.00018932469572027205
2016,CA,06077,88344.0,121140.0,0.0,209484.0,-15.65561092971301,0.018932469572027204,0.0012093088961539658
